athlete_id,name,gender,classification,primary_event,secondary_event,dob,height_cm,weight_kg,years_on_team,guide_runner_required,injury_status,availability_status,coach,region,development_stage
A0397,Karabo Kgamanyane 397,Male,T13,100m,800m,1997-11-06,173,61,3,False,Healthy,Available,Coach Ranku,Serowe,Podium Track
A0398,Goitseone Mokalake 398,Male,T12,400m,800m,1993-12-31,168,60,5,False,Healthy,Available,Coach Pule,Francistown,Emerging
A0399,Onkabetse Pule 399,Male,T12,100m,200m,2000-02-20,176,65,8,False,Recovering,Available,Coach Molefe,Gaborone,Elite
A0400,Mpho Motsepe 400,Male,T12,100m,400m,2007-12-23,167,72,7,False,Healthy,Available,Coach Basinyi,Selebi-Phikwe,National
A0401,Tebogo Mosinyi 401,Male,T13,100m,800m,2004-07-03,171,60,3,False,Healthy,Available,Coach Dube,Maun,Emerging
A0402,Mpho Molefe 402,Male,T12,100m,1500m,2008-07-04,158,68,1,False,Healthy,Available,Coach Motswana,Selebi-Phikwe,National
A0403,Kagiso Rammidi 403,Male,T12,800m,1500m,2001-07-20,172,65,6,True,Healthy,Available,Coach Pule,Lobatse,Emerging
A0404,Keabetswe Mosinyi 404,Male,T11,1500m,800m,1996-02-24,167,57,5,True,Monitoring,Available,Coach Pule,Molepolole,National
A0405,Tshepo Kgamanyane 405,Male,T13,200m,800m,1992-08-14,169,67,5,False,Recovering,Available,Coach Motswana,Serowe,Elite
A0406,Goitseone Molefe 406,Male,T11,400m,800m,2006-10-17,169,63,7,True,Healthy,Monitor,Coach Pule,Selebi-Phikwe,National
A0407,Katlego Lelaka 407,Male,T13,100m,200m,1999-05-03,167,68,4,False,Healthy,Monitor,Coach Kgamanyane,Maun,Elite
A0408,Tumelo Mogapi 408,Male,T12,200m,800m,2007-02-27,172,58,7,True,Recovering,Monitor,Coach Pule,Serowe,Emerging
A0409,Tebogo Moroka 409,Male,T13,800m,400m,1999-04-23,177,72,7,False,Monitoring,Monitor,Coach Motswana,Francistown,National
A0410,Keabetswe Molefe 410,Male,T13,100m,400m,1995-02-13,177,63,9,False,Healthy,Monitor,Coach Ranku,Maun,Elite
A0411,Tiro Basinyi 411,Male,T13,800m,200m,2000-02-04,169,54,4,False,Healthy,Available,Coach Basinyi,Gaborone,Elite
A0412,Kabelo Pule 412,Male,T12,400m,1500m,2002-05-13,177,45,7,True,Healthy,Monitor,Coach Modise,Maun,Elite
A0413,Tiro Molefe 413,Male,T13,400m,800m,1999-11-25,167,61,2,False,Recovering,Available,Coach Molefe,Lobatse,Elite
A0414,Karabo Ranku 414,Male,T11,1500m,200m,2000-02-16,177,64,9,True,Healthy,Restricted,Coach Molefe,Molepolole,Emerging
A0415,Tebogo Basinyi 415,Male,T12,200m,400m,2003-09-29,163,52,5,True,Recovering,Monitor,Coach Basinyi,Gaborone,National
A0416,Neo Motsumi 416,Male,T11,800m,1500m,2006-04-14,165,65,2,True,Monitoring,Available,Coach Kgamanyane,Maun,Emerging
A0417,Lebo Moroka 417,Male,T12,400m,100m,2000-06-23,171,63,9,True,Healthy,Available,Coach Molefe,Serowe,National
A0418,Katlego Motsumi 418,Male,T13,100m,200m,2008-01-09,165,63,4,False,Recovering,Available,Coach Motswana,Selebi-Phikwe,Elite
A0419,Thato Dube 419,Male,T11,200m,100m,2005-07-03,178,55,5,True,Recovering,Available,Coach Modise,Francistown,National
A0420,Lebo Basinyi 420,Male,T11,800m,400m,1995-09-17,171,79,4,True,Recovering,Available,Coach Motswana,Francistown,Elite
A0421,Onkabetse Kgamanyane 421,Male,T13,400m,100m,2007-12-21,175,60,4,False,Healthy,Monitor,Coach Modise,Selebi-Phikwe,Elite
A0422,Tebogo Mogae 422,Male,T13,200m,100m,2004-07-17,176,58,7,False,Healthy,Available,Coach Motswana,Molepolole,Elite
A0423,Thato Molefe 423,Male,T12,400m,200m,1999-12-30,171,78,7,False,Healthy,Available,Coach Pule,Lobatse,Emerging
A0424,Mpho Dube 424,Male,T11,200m,800m,2002-10-04,186,49,8,True,Recovering,Available,Coach Kgamanyane,Lobatse,Emerging
A0425,Lebo Kgamanyane 425,Male,T12,200m,400m,2000-08-07,176,82,2,False,Monitoring,Available,Coach Modise,Maun,Emerging
A0426,Katlego Motsepe 426,Male,T13,200m,100m,2008-05-03,166,67,8,False,Healthy,Available,Coach Modise,Lobatse,Emerging
A0427,Tumelo Moroka 427,Male,T12,400m,100m,2000-03-16,183,60,7,True,Healthy,Available,Coach Pule,Maun,Podium Track
A0428,Onkabetse Motsepe 428,Male,T13,200m,400m,1992-08-07,174,64,6,False,Monitoring,Available,Coach Kgamanyane,Maun,Elite
A0429,Lebo Lelaka 429,Male,T12,400m,800m,1999-06-17,155,68,5,False,Monitoring,Available,Coach Kgamanyane,Gaborone,National
A0430,Katlego Motsepe 430,Male,T11,800m,100m,1999-06-15,169,73,5,True,Monitoring,Available,Coach Modise,Gaborone,Emerging
A0431,Mpho Kgamanyane 431,Male,T11,400m,200m,1997-02-10,187,71,4,True,Healthy,Available,Coach Molefe,Molepolole,Emerging
A0432,Kagiso Dube 432,Male,T12,1500m,100m,1996-04-29,168,69,1,True,Monitoring,Monitor,Coach Modise,Lobatse,Elite
A0433,Mpho Moroka 433,Male,T12,1500m,100m,1992-11-15,172,74,1,True,Healthy,Available,Coach Motswana,Gaborone,Emerging
A0434,Karabo Moroka 434,Male,T11,100m,800m,1996-06-10,159,54,6,True,Healthy,Unavailable,Coach Modise,Maun,National
A0435,Oarabile Ranku 435,Male,T11,100m,200m,2007-10-31,154,70,3,True,Healthy,Available,Coach Motswana,Serowe,Podium Track
A0436,Katlego Motsumi 436,Male,T12,400m,100m,2004-11-29,170,59,1,False,Monitoring,Available,Coach Dube,Selebi-Phikwe,Elite
A0437,Goitseone Motsepe 437,Male,T12,100m,200m,1995-03-13,165,59,8,False,Healthy,Available,Coach Motswana,Molepolole,Elite
A0438,Kabelo Lelaka 438,Male,T13,200m,400m,2008-05-02,163,62,7,False,Healthy,Restricted,Coach Motswana,Maun,National
A0439,Oarabile Kgamanyane 439,Male,T11,800m,100m,2007-06-07,167,77,6,True,Healthy,Available,Coach Kgamanyane,Serowe,Podium Track
A0440,Goitseone Moroka 440,Male,T12,400m,800m,2003-01-13,173,57,1,False,Healthy,Available,Coach Molefe,Selebi-Phikwe,Elite
A0441,Bakang Mokalake 441,Male,T12,200m,100m,1994-04-22,166,75,7,False,Healthy,Monitor,Coach Modise,Lobatse,Emerging
A0442,Lesego Rammidi 442,Male,T13,400m,100m,2008-03-10,174,67,5,False,Healthy,Available,Coach Kgamanyane,Maun,Emerging
A0443,Katlego Kgamanyane 443,Male,T13,1500m,800m,2007-07-15,176,79,5,False,Monitoring,Available,Coach Basinyi,Lobatse,Elite
A0444,Tiro Mosinyi 444,Male,T11,800m,400m,2004-02-18,161,58,3,True,Healthy,Available,Coach Modise,Serowe,Emerging
A0445,Neo Bantsi 445,Male,T13,100m,1500m,1993-11-01,157,69,1,False,Healthy,Available,Coach Ranku,Molepolole,Emerging
A0446,Mpho Mokalake 446,Male,T12,1500m,200m,2008-12-30,167,58,2,False,Healthy,Monitor,Coach Kgamanyane,Maun,Podium Track
A0447,Onkabetse Moroka 447,Male,T13,100m,400m,1993-05-14,164,71,4,False,Healthy,Restricted,Coach Kgamanyane,Serowe,Emerging
A0448,Mpho Motsepe 448,Male,T12,800m,1500m,2002-07-14,169,60,6,False,Healthy,Monitor,Coach Pule,Molepolole,Emerging
A0449,Karabo Mogae 449,Male,T13,1500m,400m,2007-05-04,181,55,2,False,Recovering,Available,Coach Motswana,Francistown,Emerging
A0450,Tiro Mogae 450,Male,T12,100m,800m,2005-03-21,160,88,6,False,Healthy,Available,Coach Molefe,Maun,Emerging
A0451,Oarabile Mosinyi 451,Male,T13,100m,800m,2000-08-20,168,60,9,False,Healthy,Available,Coach Dube,Maun,Podium Track
A0452,Thato Basinyi 452,Male,T11,200m,800m,2007-05-17,165,63,6,True,Monitoring,Restricted,Coach Pule,Selebi-Phikwe,National
A0453,Onkabetse Mogapi 453,Male,T11,100m,800m,1997-06-23,177,71,2,True,Monitoring,Available,Coach Molefe,Francistown,Podium Track
A0454,Lebo Mosinyi 454,Male,T13,100m,200m,1994-04-05,175,62,4,False,Recovering,Available,Coach Dube,Maun,National
A0455,Tebogo Ranku 455,Male,T11,200m,100m,1999-11-07,159,67,9,True,Healthy,Available,Coach Pule,Francistown,National
A0456,Neo Mosinyi 456,Male,T11,100m,800m,2000-08-12,183,74,7,True,Healthy,Available,Coach Modise,Gaborone,National
A0457,Lesego Dube 457,Male,T12,800m,100m,2001-08-03,169,72,9,False,Monitoring,Available,Coach Basinyi,Selebi-Phikwe,Podium Track
A0458,Tshepo Mogapi 458,Male,T13,200m,400m,1995-05-27,167,64,3,False,Healthy,Available,Coach Molefe,Francistown,Emerging
A0459,Tumelo Mosinyi 459,Male,T12,200m,100m,1995-02-24,161,62,4,True,Healthy,Available,Coach Basinyi,Francistown,Elite
A0460,Mpho Mogae 460,Male,T12,200m,1500m,2007-01-10,172,63,1,True,Monitoring,Unavailable,Coach Pule,Gaborone,Elite
A0461,Onkabetse Kgamanyane 461,Male,T11,100m,800m,1999-08-07,177,81,2,True,Monitoring,Monitor,Coach Molefe,Selebi-Phikwe,Elite
A0462,Karabo Pule 462,Male,T13,100m,1500m,1994-05-19,181,62,9,False,Monitoring,Restricted,Coach Dube,Lobatse,National
A0463,Kagiso Moroka 463,Male,T13,800m,400m,1999-07-10,165,59,1,False,Healthy,Available,Coach Pule,Selebi-Phikwe,National
A0464,Oarabile Moroka 464,Male,T11,100m,800m,1994-01-19,163,65,4,True,Monitoring,Available,Coach Pule,Molepolole,National
A0465,Oarabile Mosinyi 465,Male,T11,100m,800m,1999-07-07,174,66,4,True,Healthy,Available,Coach Basinyi,Francistown,Podium Track
A0466,Tebogo Motsepe 466,Male,T12,800m,100m,2004-03-06,172,66,4,True,Healthy,Restricted,Coach Molefe,Lobatse,Emerging
A0467,Lebo Mogae 467,Male,T11,100m,1500m,2002-01-17,169,58,5,True,Healthy,Restricted,Coach Ranku,Francistown,National
A0468,Tshepo Rammidi 468,Male,T12,100m,200m,2008-02-20,184,74,1,False,Healthy,Available,Coach Basinyi,Francistown,National
A0469,Tebogo Pule 469,Male,T12,400m,800m,2001-02-13,163,56,5,False,Healthy,Unavailable,Coach Ranku,Francistown,Emerging
A0470,Kabelo Dube 470,Male,T11,400m,200m,1995-06-26,166,65,5,True,Healthy,Available,Coach Modise,Gaborone,National
A0471,Neo Lelaka 471,Male,T11,800m,100m,2005-03-27,181,74,6,True,Recovering,Monitor,Coach Ranku,Molepolole,Elite
A0472,Keabetswe Kgamanyane 472,Male,T12,100m,800m,2004-07-16,179,74,4,False,Recovering,Available,Coach Motswana,Selebi-Phikwe,Emerging
A0473,Kabelo Ranku 473,Male,T12,400m,100m,2006-02-03,179,71,8,True,Healthy,Available,Coach Pule,Molepolole,National
A0474,Lebo Motsepe 474,Male,T12,200m,100m,2008-05-25,174,63,4,False,Monitoring,Monitor,Coach Kgamanyane,Lobatse,Elite
A0475,Katlego Rammidi 475,Male,T13,400m,200m,2001-09-10,157,63,5,False,Healthy,Available,Coach Kgamanyane,Selebi-Phikwe,Elite
A0476,Tebogo Molefe 476,Male,T12,100m,800m,1999-07-23,185,60,8,True,Healthy,Available,Coach Motswana,Lobatse,Elite
A0477,Kagiso Mogapi 477,Male,T11,800m,100m,1999-08-08,165,74,7,True,Monitoring,Available,Coach Motswana,Maun,Elite
A0478,Tshepo Moroka 478,Male,T13,200m,100m,1997-07-03,171,60,6,False,Healthy,Monitor,Coach Dube,Lobatse,Podium Track
A0479,Bakang Kgamanyane 479,Male,T11,800m,100m,1998-02-03,183,70,8,True,Recovering,Available,Coach Kgamanyane,Gaborone,Emerging
A0480,Oarabile Motsepe 480,Male,T11,800m,400m,1999-03-15,177,59,6,True,Healthy,Available,Coach Pule,Francistown,Emerging
A0481,Kabelo Pule 481,Male,T12,100m,400m,2004-11-20,174,68,6,False,Healthy,Available,Coach Basinyi,Selebi-Phikwe,Emerging
A0482,Mpho Basinyi 482,Male,T11,100m,800m,2000-02-23,177,75,1,True,Healthy,Available,Coach Modise,Francistown,Podium Track
A0483,Bakang Pule 483,Male,T12,100m,200m,1998-10-24,180,66,5,False,Monitoring,Monitor,Coach Ranku,Lobatse,National
A0484,Kabelo Motsumi 484,Male,T13,200m,400m,2002-07-13,176,54,9,False,Monitoring,Available,Coach Molefe,Maun,Elite
A0485,Karabo Rammidi 485,Male,T12,800m,100m,1996-02-14,176,71,6,False,Healthy,Available,Coach Ranku,Maun,Emerging
A0486,Katlego Mogapi 486,Male,T13,100m,1500m,1998-07-05,167,58,9,False,Healthy,Available,Coach Modise,Maun,Emerging
A0487,Goitseone Bantsi 487,Male,T12,100m,800m,2003-12-07,170,54,6,False,Healthy,Available,Coach Molefe,Maun,Elite
A0488,Onkabetse Ranku 488,Male,T11,800m,200m,1995-08-19,173,67,4,True,Recovering,Available,Coach Modise,Maun,National
A0489,Neo Moroka 489,Male,T13,200m,800m,1993-04-22,163,65,1,False,Monitoring,Available,Coach Basinyi,Molepolole,Elite
A0490,Oarabile Motsumi 490,Male,T12,200m,400m,1995-11-30,179,74,3,True,Healthy,Monitor,Coach Motswana,Molepolole,National
A0491,Onkabetse Molefe 491,Male,T12,400m,1500m,1998-02-20,179,63,5,True,Healthy,Available,Coach Pule,Molepolole,Elite
A0492,Karabo Molefe 492,Male,T12,400m,800m,1995-09-06,168,61,1,False,Healthy,Available,Coach Dube,Selebi-Phikwe,National
A0493,Lebo Dube 493,Male,T11,800m,200m,2003-09-05,175,86,1,True,Healthy,Available,Coach Pule,Lobatse,Elite
A0494,Mpho Basinyi 494,Male,T12,800m,200m,2005-07-13,182,79,1,False,Healthy,Available,Coach Molefe,Gaborone,National
A0495,Kabelo Mosinyi 495,Male,T11,400m,800m,2008-06-21,181,50,2,True,Healthy,Unavailable,Coach Ranku,Selebi-Phikwe,National
A0496,Lesego Lelaka 496,Male,T13,400m,200m,2006-10-30,169,61,9,False,Monitoring,Available,Coach Motswana,Lobatse,National
A0497,Keabetswe Basinyi 497,Male,T12,800m,200m,1998-01-26,180,80,9,True,Healthy,Available,Coach Kgamanyane,Lobatse,Podium Track
A0498,Tebogo Pule 498,Male,T11,200m,800m,1999-10-21,165,65,9,True,Monitoring,Available,Coach Basinyi,Lobatse,National
A0499,Thato Moroka 499,Male,T12,400m,1500m,2001-07-14,175,60,3,False,Monitoring,Unavailable,Coach Pule,Serowe,Emerging
A0500,Thato Pule 500,Male,T12,800m,100m,1994-09-19,165,58,8,True,Healthy,Available,Coach Pule,Maun,Emerging
A0501,Bakang Lelaka 501,Male,T13,200m,400m,2005-06-28,178,56,3,False,Healthy,Available,Coach Molefe,Serowe,National
A0502,Bakang Basinyi 502,Male,T12,400m,1500m,2001-03-28,180,65,3,True,Recovering,Restricted,Coach Basinyi,Francistown,Emerging
A0503,Bakang Motsepe 503,Male,T11,100m,400m,2005-02-24,177,78,9,True,Healthy,Available,Coach Ranku,Serowe,Emerging
A0504,Kagiso Lelaka 504,Male,T13,800m,1500m,2006-06-28,165,57,2,False,Recovering,Available,Coach Kgamanyane,Molepolole,Emerging
A0505,Neo Moroka 505,Male,T13,200m,1500m,2006-06-06,174,55,3,False,Healthy,Available,Coach Molefe,Gaborone,Elite
A0506,Tebogo Kgamanyane 506,Male,T11,100m,800m,1997-11-23,165,63,8,True,Healthy,Available,Coach Kgamanyane,Lobatse,Elite
A0507,Neo Mogapi 507,Male,T11,800m,1500m,1997-01-04,172,53,1,True,Healthy,Available,Coach Molefe,Lobatse,Emerging
A0508,Tiro Lelaka 508,Male,T13,100m,200m,2000-09-15,167,70,7,False,Recovering,Available,Coach Kgamanyane,Lobatse,National
A0509,Mpho Basinyi 509,Male,T13,400m,1500m,2001-02-10,181,47,7,False,Healthy,Available,Coach Pule,Lobatse,Emerging
A0510,Neo Mosinyi 510,Male,T11,200m,1500m,1992-04-18,181,72,5,True,Monitoring,Available,Coach Pule,Lobatse,Podium Track
A0511,Tshepo Mokalake 511,Male,T12,400m,200m,1992-01-22,162,51,5,False,Healthy,Available,Coach Basinyi,Selebi-Phikwe,Emerging
A0512,Neo Molefe 512,Male,T11,100m,200m,1998-08-16,174,61,5,True,Recovering,Available,Coach Motswana,Gaborone,Emerging
A0513,Mpho Rammidi 513,Male,T13,200m,800m,2005-10-26,172,72,7,False,Recovering,Monitor,Coach Molefe,Gaborone,Elite
A0514,Lebo Basinyi 514,Male,T12,1500m,800m,2000-07-10,168,66,4,False,Healthy,Available,Coach Modise,Lobatse,Emerging
A0515,Lebo Bantsi 515,Male,T13,400m,1500m,1996-07-21,174,72,3,False,Monitoring,Available,Coach Kgamanyane,Maun,Emerging
A0516,Tshepo Moroka 516,Male,T12,1500m,200m,1993-10-31,185,80,1,True,Recovering,Available,Coach Kgamanyane,Selebi-Phikwe,Emerging
A0517,Karabo Rammidi 517,Male,T11,800m,1500m,2008-01-21,172,62,1,True,Monitoring,Available,Coach Ranku,Gaborone,National
A0518,Kabelo Lelaka 518,Male,T11,100m,200m,2004-05-25,189,70,4,True,Recovering,Available,Coach Motswana,Maun,Elite
A0519,Bakang Basinyi 519,Male,T11,100m,200m,1994-03-10,174,55,9,True,Monitoring,Available,Coach Dube,Serowe,National
A0520,Kagiso Mosinyi 520,Male,T12,400m,200m,1998-03-25,177,58,8,False,Healthy,Available,Coach Modise,Gaborone,National
A0521,Bontle Basinyi 521,Female,T12,200m,800m,1994-02-10,160,46,9,False,Monitoring,Available,Coach Basinyi,Gaborone,National
A0522,Olebogeng Mokalake 522,Female,T13,200m,1500m,2003-07-05,159,58,5,False,Recovering,Unavailable,Coach Pule,Lobatse,Elite
A0523,Reabetswe Bantsi 523,Female,T13,800m,200m,2004-04-13,152,49,3,False,Recovering,Available,Coach Kgamanyane,Serowe,Emerging
A0524,Keitumetse Mogapi 524,Female,T11,400m,200m,1995-11-26,163,46,2,True,Healthy,Available,Coach Molefe,Francistown,National
A0525,Kelebogile Ranku 525,Female,T11,100m,1500m,2001-07-12,154,50,4,True,Healthy,Available,Coach Kgamanyane,Lobatse,National
A0526,Segametsi Motsepe 526,Female,T11,1500m,400m,2002-06-11,152,63,1,True,Healthy,Available,Coach Molefe,Molepolole,Podium Track
A0527,Keitumetse Mogapi 527,Female,T13,100m,1500m,1999-01-03,156,64,6,False,Healthy,Monitor,Coach Motswana,Francistown,National
A0528,Naledi Dube 528,Female,T13,400m,1500m,1994-04-19,171,47,9,False,Healthy,Available,Coach Pule,Serowe,National
A0529,Olebogeng Mokalake 529,Female,T12,100m,1500m,1996-12-06,164,53,7,False,Monitoring,Available,Coach Modise,Serowe,Elite
A0530,Tiamelo Mosinyi 530,Female,T13,100m,800m,2005-04-24,154,55,2,False,Monitoring,Available,Coach Molefe,Francistown,Emerging
A0531,Reabetswe Mokalake 531,Female,T11,100m,200m,1994-10-17,162,64,1,True,Recovering,Monitor,Coach Ranku,Selebi-Phikwe,Elite
A0532,Onalenna Motsepe 532,Female,T11,400m,800m,1995-08-09,172,48,4,True,Healthy,Available,Coach Basinyi,Selebi-Phikwe,National
A0533,Aobakwe Kgamanyane 533,Female,T13,400m,800m,2003-03-27,160,62,6,False,Recovering,Available,Coach Basinyi,Maun,Emerging
A0534,Lesedi Bantsi 534,Female,T13,800m,1500m,2002-06-23,173,42,6,False,Healthy,Available,Coach Motswana,Serowe,National
A0535,Lorato Pule 535,Female,T13,400m,200m,1996-09-08,174,56,8,False,Healthy,Available,Coach Basinyi,Molepolole,Emerging
A0536,Reabetswe Mogae 536,Female,T13,400m,200m,1993-04-19,176,54,3,False,Monitoring,Available,Coach Ranku,Gaborone,Elite
A0537,Tiamelo Mogae 537,Female,T13,200m,100m,1995-02-06,157,58,1,False,Recovering,Available,Coach Basinyi,Maun,National
A0538,Kelebogile Ranku 538,Female,T12,400m,100m,2001-09-02,173,58,4,False,Healthy,Available,Coach Dube,Gaborone,National
A0539,Lorato Motsumi 539,Female,T13,800m,1500m,2000-05-18,148,64,2,False,Recovering,Available,Coach Basinyi,Gaborone,National
A0540,Segametsi Bantsi 540,Female,T12,1500m,800m,2003-01-13,151,49,2,False,Monitoring,Available,Coach Ranku,Molepolole,National
A0541,Aobakwe Lelaka 541,Female,T11,400m,800m,2001-06-13,154,42,5,True,Healthy,Monitor,Coach Pule,Maun,Emerging
A0542,Reabetswe Motsepe 542,Female,T11,400m,100m,2004-03-06,153,49,4,True,Recovering,Available,Coach Dube,Lobatse,National
A0543,Reabetswe Dube 543,Female,T12,200m,100m,1992-04-24,159,57,3,False,Healthy,Available,Coach Dube,Serowe,Elite
A0544,Masego Lelaka 544,Female,T13,100m,800m,2000-07-19,161,44,4,False,Recovering,Unavailable,Coach Basinyi,Selebi-Phikwe,Emerging
A0545,Onalenna Mosinyi 545,Female,T11,200m,1500m,1995-06-11,162,66,8,True,Healthy,Monitor,Coach Kgamanyane,Maun,Podium Track
A0546,Tiamelo Bantsi 546,Female,T13,100m,200m,1992-01-08,171,59,7,False,Recovering,Available,Coach Molefe,Maun,Emerging
A0547,Olebogeng Rammidi 547,Female,T11,100m,800m,1992-11-27,168,66,2,True,Monitoring,Available,Coach Motswana,Lobatse,National
A0548,Lorato Kgamanyane 548,Female,T13,100m,800m,1992-01-09,174,73,1,False,Healthy,Available,Coach Motswana,Serowe,Emerging
A0549,Reabetswe Molefe 549,Female,T13,100m,400m,2007-05-01,161,55,7,False,Healthy,Monitor,Coach Ranku,Maun,National
A0550,Lesedi Moroka 550,Female,T11,800m,200m,2007-08-21,175,72,1,True,Healthy,Available,Coach Kgamanyane,Serowe,Emerging
A0551,Tiamelo Mokalake 551,Female,T12,400m,1500m,2001-12-05,176,42,2,False,Healthy,Available,Coach Motswana,Francistown,Elite
A0552,Refilwe Rammidi 552,Female,T13,100m,1500m,1997-07-15,162,42,8,False,Healthy,Monitor,Coach Modise,Molepolole,Emerging
A0553,Reabetswe Mosinyi 553,Female,T11,200m,400m,2001-10-08,169,58,6,True,Monitoring,Available,Coach Motswana,Lobatse,National
A0554,Naledi Mokalake 554,Female,T12,200m,100m,1998-05-02,164,56,4,True,Monitoring,Available,Coach Molefe,Gaborone,Emerging
A0555,Reabetswe Rammidi 555,Female,T12,800m,400m,1997-03-12,174,55,9,False,Healthy,Available,Coach Pule,Gaborone,National
A0556,Kelebogile Motsepe 556,Female,T13,1500m,400m,1994-10-08,172,62,9,False,Healthy,Restricted,Coach Motswana,Maun,National
A0557,Aobakwe Dube 557,Female,T12,200m,1500m,2005-03-22,166,62,8,False,Recovering,Unavailable,Coach Motswana,Francistown,Emerging
A0558,Lesedi Lelaka 558,Female,T12,1500m,100m,2003-02-23,164,48,6,False,Healthy,Available,Coach Dube,Lobatse,Emerging
A0559,Aobakwe Kgamanyane 559,Female,T13,400m,100m,1996-12-17,169,64,5,False,Monitoring,Available,Coach Basinyi,Selebi-Phikwe,Emerging
A0560,Reabetswe Ranku 560,Female,T12,100m,200m,2008-10-21,162,64,8,True,Monitoring,Available,Coach Modise,Molepolole,National
A0561,Keitumetse Pule 561,Female,T13,400m,1500m,2000-08-24,171,46,6,False,Monitoring,Monitor,Coach Dube,Lobatse,National
A0562,Refilwe Motsumi 562,Female,T13,100m,800m,1996-10-31,162,54,4,False,Monitoring,Monitor,Coach Ranku,Selebi-Phikwe,Elite
A0563,Aobakwe Rammidi 563,Female,T11,100m,400m,2000-07-12,156,60,3,True,Recovering,Monitor,Coach Kgamanyane,Maun,National
A0564,Naledi Dube 564,Female,T12,400m,200m,1999-04-15,157,54,1,True,Monitoring,Available,Coach Kgamanyane,Maun,Emerging
A0565,Reabetswe Pule 565,Female,T11,200m,400m,2002-03-02,165,61,6,True,Healthy,Available,Coach Modise,Serowe,Elite
A0566,Naledi Kgamanyane 566,Female,T12,200m,800m,1994-03-31,166,78,9,False,Healthy,Available,Coach Basinyi,Gaborone,National
A0567,Tiamelo Basinyi 567,Female,T13,200m,800m,1997-03-18,159,60,4,False,Healthy,Available,Coach Basinyi,Selebi-Phikwe,National
A0568,Kelebogile Mogapi 568,Female,T13,1500m,800m,1992-03-22,154,62,1,False,Recovering,Available,Coach Modise,Molepolole,Emerging
A0569,Olebogeng Mogae 569,Female,T11,800m,200m,1992-10-26,173,68,8,True,Healthy,Available,Coach Dube,Molepolole,National
A0570,Lesedi Mokalake 570,Female,T13,800m,1500m,2005-12-31,158,55,4,False,Healthy,Available,Coach Motswana,Molepolole,Elite
A0571,Refilwe Mokalake 571,Female,T12,100m,800m,2004-12-14,174,57,3,False,Healthy,Available,Coach Kgamanyane,Gaborone,National
A0572,Oratile Dube 572,Female,T13,200m,1500m,2002-03-16,171,49,5,False,Recovering,Available,Coach Dube,Francistown,Emerging
A0573,Olebogeng Pule 573,Female,T12,100m,1500m,2008-05-12,175,67,5,True,Healthy,Available,Coach Kgamanyane,Francistown,Emerging
A0574,Refilwe Mogapi 574,Female,T11,200m,100m,2001-07-31,167,50,5,True,Healthy,Available,Coach Ranku,Lobatse,National
A0575,Bontle Mogapi 575,Female,T12,800m,100m,1997-11-17,162,59,9,False,Healthy,Available,Coach Basinyi,Francistown,National
A0576,Masego Bantsi 576,Female,T12,100m,400m,2007-09-18,166,57,9,True,Healthy,Available,Coach Ranku,Maun,Elite
A0577,Kelebogile Mogapi 577,Female,T13,100m,400m,2002-09-05,162,59,4,False,Healthy,Available,Coach Dube,Gaborone,National
A0578,Lesedi Mogapi 578,Female,T11,100m,400m,2006-02-28,175,42,2,True,Recovering,Available,Coach Modise,Francistown,Podium Track
A0579,Bontle Kgamanyane 579,Female,T12,200m,100m,2000-12-04,153,44,4,True,Healthy,Available,Coach Ranku,Lobatse,Podium Track
A0580,Refilwe Kgamanyane 580,Female,T12,1500m,100m,2008-10-21,158,42,4,False,Recovering,Monitor,Coach Basinyi,Francistown,National
A0581,Lorato Kgamanyane 581,Female,T13,400m,800m,1993-10-02,168,58,7,False,Healthy,Monitor,Coach Dube,Maun,National
A0582,Segametsi Basinyi 582,Female,T12,800m,400m,1996-03-16,161,51,8,False,Healthy,Available,Coach Basinyi,Molepolole,Elite
A0583,Aobakwe Kgamanyane 583,Female,T13,1500m,100m,2008-04-26,165,59,1,False,Recovering,Available,Coach Ranku,Lobatse,National
A0584,Lesedi Bantsi 584,Female,T13,200m,800m,1998-01-27,166,51,3,False,Monitoring,Unavailable,Coach Pule,Francistown,National
A0585,Onalenna Lelaka 585,Female,T13,400m,800m,2001-04-08,169,44,6,False,Healthy,Available,Coach Dube,Selebi-Phikwe,Emerging
A0586,Lorato Mogae 586,Female,T13,800m,100m,1995-01-19,173,42,8,False,Monitoring,Available,Coach Modise,Serowe,National
A0587,Onalenna Ranku 587,Female,T11,100m,200m,2006-07-10,159,47,6,True,Recovering,Available,Coach Motswana,Selebi-Phikwe,National
A0588,Refilwe Dube 588,Female,T11,200m,800m,1993-01-20,170,44,7,True,Healthy,Available,Coach Ranku,Lobatse,Emerging
A0589,Refilwe Ranku 589,Female,T12,400m,200m,2002-05-27,178,44,8,False,Healthy,Available,Coach Pule,Serowe,Emerging
A0590,Olebogeng Mosinyi 590,Female,T13,200m,100m,2008-09-19,180,62,6,False,Recovering,Monitor,Coach Motswana,Molepolole,Elite
A0591,Boitumelo Bantsi 591,Female,T12,200m,1500m,2001-07-20,164,61,7,True,Healthy,Available,Coach Basinyi,Selebi-Phikwe,National
A0592,Segametsi Dube 592,Female,T12,200m,100m,1994-07-23,181,66,7,True,Monitoring,Available,Coach Molefe,Maun,National
A0593,Boitumelo Pule 593,Female,T12,100m,200m,2002-06-08,148,68,6,True,Healthy,Restricted,Coach Pule,Serowe,Podium Track
